case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-0604,Salem Bypass Extension Phase 2 (Sec 1),83,0,37.7,Compensation Disbursement,13,2,0.0,24.9,0
CASE-0605,Salem Bypass Extension Phase 3 (Sec 1),28,0,80.5,Award Inquiry (Sec 3G/23),3,2,7.5,34.5,1
CASE-0606,Tirunelveli Solar Park Access Phase 1 (Sec 7),49,0,11.8,Compensation Disbursement,1,7,0.0,17.3,0
CASE-0607,Salem Bypass Extension Phase 2 (Sec 1),44,0,75.4,Notification (Sec 3A/11),2,5,0.3,3.5,0
CASE-0608,Tirunelveli Solar Park Access Phase 2 (Sec 4),67,0,86.7,SIA & Objection (Sec 3C/15),11,7,0.0,6.6,0
CASE-0609,Salem Bypass Extension Phase 3 (Sec 4),30,2,99.5,Notification (Sec 3A/11),2,3,0.0,1.0,0
CASE-0610,Hosur IT Expressway Phase 3 (Sec 3),126,8,79.0,SIA & Objection (Sec 3C/15),6,3,0.0,6.8,1
CASE-0611,Tiruchirappalli Freight Link Phase 3 (Sec 1),57,2,18.0,Possession (Sec 3E/38),0,7,0.8,33.0,0
CASE-0612,Vellore Urban Peripheral Phase 1 (Sec 3),173,3,2.4,Compensation Disbursement,32,7,4.5,31.1,1
CASE-0613,Madurai Logistics Park Phase 3 (Sec 3),67,7,63.6,Declaration (Sec 3D/19),0,5,4.5,21.0,1
CASE-0614,Coimbatore Ring Road Sec Phase 1 (Sec 2),86,3,49.6,Award Inquiry (Sec 3G/23),1,5,0.2,20.3,1
CASE-0615,Salem Bypass Extension Phase 1 (Sec 6),252,5,59.8,Declaration (Sec 3D/19),0,19,0.0,11.6,1
CASE-0616,Erode Agri-Logistics Zone Phase 1 (Sec 4),16,0,23.4,Compensation Disbursement,1,3,2.3,30.4,0
CASE-0617,Madurai Logistics Park Phase 1 (Sec 7),41,0,58.2,Declaration (Sec 3D/19),0,3,0.0,11.1,0
CASE-0618,SIPCOT Industrial Corridor Phase 1 (Sec 7),135,1,96.7,Notification (Sec 3A/11),27,8,1.3,5.2,0
CASE-0619,Tiruchirappalli Freight Link Phase 1 (Sec 5),128,3,86.7,Notification (Sec 3A/11),3,7,0.0,1.6,0
CASE-0620,Tirunelveli Solar Park Access Phase 3 (Sec 3),48,0,87.9,Notification (Sec 3A/11),9,4,2.4,5.6,0
CASE-0621,Salem Bypass Extension Phase 3 (Sec 4),163,4,70.9,Possession (Sec 3E/38),15,21,4.2,37.0,1
CASE-0622,Thoothukudi Port Rail Spur Phase 1 (Sec 4),20,0,48.2,Award Inquiry (Sec 3G/23),0,1,0.0,16.9,0
CASE-0623,Madurai Logistics Park Phase 1 (Sec 5),67,1,96.8,SIA & Objection (Sec 3C/15),6,7,5.1,14.0,0
CASE-0624,Tiruchirappalli Freight Link Phase 2 (Sec 1),37,2,23.0,Compensation Disbursement,4,2,4.6,32.1,1
CASE-0625,SIPCOT Industrial Corridor Phase 3 (Sec 3),202,3,81.1,Declaration (Sec 3D/19),23,14,3.9,20.7,1
CASE-0626,Madurai Logistics Park Phase 1 (Sec 7),54,2,76.2,Notification (Sec 3A/11),7,9,1.7,5.7,0
CASE-0627,Thoothukudi Port Rail Spur Phase 3 (Sec 2),95,0,60.4,Award Inquiry (Sec 3G/23),10,13,4.5,25.6,1
CASE-0628,Coimbatore Ring Road Sec Phase 2 (Sec 1),270,6,6.3,Possession (Sec 3E/38),11,12,0.1,32.1,1
CASE-0629,SIPCOT Industrial Corridor Phase 1 (Sec 4),33,2,94.5,SIA & Objection (Sec 3C/15),1,5,0.0,5.3,0
CASE-0630,Erode Agri-Logistics Zone Phase 3 (Sec 3),47,1,19.6,Possession (Sec 3E/38),1,0,0.0,30.4,0
CASE-0631,Tirunelveli Solar Park Access Phase 2 (Sec 3),15,0,62.8,Declaration (Sec 3D/19),0,1,0.0,10.2,0
CASE-0632,Salem Bypass Extension Phase 2 (Sec 4),102,0,44.1,Declaration (Sec 3D/19),4,3,2.8,18.2,0
CASE-0633,Erode Agri-Logistics Zone Phase 2 (Sec 4),88,0,78.9,Award Inquiry (Sec 3G/23),12,9,1.8,22.5,0
CASE-0634,Erode Agri-Logistics Zone Phase 1 (Sec 4),27,1,90.5,Notification (Sec 3A/11),6,0,6.8,15.4,1
CASE-0635,Vellore Urban Peripheral Phase 3 (Sec 3),42,2,73.4,SIA & Objection (Sec 3C/15),1,2,0.0,5.0,0
CASE-0636,Vellore Urban Peripheral Phase 2 (Sec 3),100,4,39.3,Award Inquiry (Sec 3G/23),6,4,4.4,27.5,1
CASE-0637,Hosur IT Expressway Phase 3 (Sec 5),80,2,3.5,Possession (Sec 3E/38),3,1,4.1,38.0,0
CASE-0638,Tirunelveli Solar Park Access Phase 1 (Sec 4),251,1,81.4,SIA & Objection (Sec 3C/15),24,19,1.0,9.2,0
CASE-0639,Salem Bypass Extension Phase 1 (Sec 5),24,0,64.4,Declaration (Sec 3D/19),1,2,2.5,17.8,0
CASE-0640,Salem Bypass Extension Phase 2 (Sec 7),33,2,79.9,SIA & Objection (Sec 3C/15),4,3,0.0,2.4,0
CASE-0641,SIPCOT Industrial Corridor Phase 2 (Sec 2),48,0,93.2,Notification (Sec 3A/11),1,2,0.0,2.7,0
CASE-0642,Vellore Urban Peripheral Phase 3 (Sec 2),30,2,82.1,Notification (Sec 3A/11),1,1,0.0,1.0,0
CASE-0643,Hosur IT Expressway Phase 2 (Sec 6),137,3,79.0,Award Inquiry (Sec 3G/23),7,1,4.7,26.2,1
CASE-0644,Hosur IT Expressway Phase 3 (Sec 2),118,3,74.9,Notification (Sec 3A/11),21,4,0.0,1.8,0
CASE-0645,Coimbatore Ring Road Sec Phase 3 (Sec 7),148,4,79.5,Declaration (Sec 3D/19),2,27,8.5,27.0,1
CASE-0646,Tirunelveli Solar Park Access Phase 2 (Sec 2),18,0,77.4,SIA & Objection (Sec 3C/15),3,1,0.0,5.1,0
CASE-0647,Coimbatore Ring Road Sec Phase 1 (Sec 6),204,5,42.6,Award Inquiry (Sec 3G/23),5,9,0.0,12.9,1
CASE-0648,Thoothukudi Port Rail Spur Phase 1 (Sec 4),15,0,7.7,Compensation Disbursement,0,3,3.2,30.0,0
CASE-0649,Hosur IT Expressway Phase 3 (Sec 2),24,1,94.6,Notification (Sec 3A/11),0,1,3.2,9.3,0
CASE-0650,Tiruchirappalli Freight Link Phase 2 (Sec 2),18,3,66.9,Award Inquiry (Sec 3G/23),2,1,0.5,20.6,1
CASE-0651,Vellore Urban Peripheral Phase 2 (Sec 5),88,2,41.0,Possession (Sec 3E/38),6,4,0.0,28.3,1
CASE-0652,Tiruchirappalli Freight Link Phase 2 (Sec 1),142,2,5.0,Compensation Disbursement,12,16,3.1,30.8,1
CASE-0653,Erode Agri-Logistics Zone Phase 3 (Sec 6),100,1,78.2,Declaration (Sec 3D/19),1,2,4.4,22.3,0
CASE-0654,Vellore Urban Peripheral Phase 3 (Sec 5),103,2,76.9,SIA & Objection (Sec 3C/15),9,10,5.4,14.4,1
CASE-0655,Vellore Urban Peripheral Phase 2 (Sec 7),79,1,62.7,Declaration (Sec 3D/19),1,5,0.1,14.2,0
CASE-0656,Thoothukudi Port Rail Spur Phase 3 (Sec 4),94,0,4.4,Compensation Disbursement,12,22,6.8,34.1,1
CASE-0657,Madurai Logistics Park Phase 1 (Sec 4),279,3,41.1,Declaration (Sec 3D/19),42,42,1.6,16.9,1
CASE-0658,Hosur IT Expressway Phase 2 (Sec 5),23,0,83.1,Declaration (Sec 3D/19),0,4,0.8,15.4,0
CASE-0659,Thoothukudi Port Rail Spur Phase 2 (Sec 6),15,0,82.6,Award Inquiry (Sec 3G/23),2,1,0.0,17.4,0
CASE-0660,Tiruchirappalli Freight Link Phase 1 (Sec 1),20,0,42.1,Declaration (Sec 3D/19),2,2,0.0,12.1,0
CASE-0661,Erode Agri-Logistics Zone Phase 2 (Sec 2),21,3,70.1,Award Inquiry (Sec 3G/23),0,0,0.2,20.4,1
CASE-0662,Tirunelveli Solar Park Access Phase 3 (Sec 6),27,1,23.8,Compensation Disbursement,0,1,1.6,28.0,0
CASE-0663,Hosur IT Expressway Phase 1 (Sec 6),44,1,44.3,Declaration (Sec 3D/19),3,2,5.6,21.2,0
CASE-0664,Salem Bypass Extension Phase 2 (Sec 5),115,4,92.8,Notification (Sec 3A/11),12,22,4.4,9.3,1
CASE-0665,Erode Agri-Logistics Zone Phase 1 (Sec 7),21,0,84.8,Declaration (Sec 3D/19),2,1,6.3,22.2,0
CASE-0666,Tiruchirappalli Freight Link Phase 1 (Sec 6),31,0,88.8,Notification (Sec 3A/11),1,0,0.0,1.0,0
CASE-0667,SIPCOT Industrial Corridor Phase 1 (Sec 3),83,0,61.5,Declaration (Sec 3D/19),4,6,1.0,16.0,0
CASE-0668,Vellore Urban Peripheral Phase 2 (Sec 3),71,3,21.1,Possession (Sec 3E/38),6,2,6.6,42.5,1
CASE-0669,Vellore Urban Peripheral Phase 2 (Sec 4),27,2,81.8,SIA & Objection (Sec 3C/15),5,8,5.4,15.0,1
CASE-0670,Erode Agri-Logistics Zone Phase 3 (Sec 7),72,3,91.5,SIA & Objection (Sec 3C/15),1,2,5.3,15.3,1
CASE-0671,Erode Agri-Logistics Zone Phase 3 (Sec 3),89,1,44.4,Award Inquiry (Sec 3G/23),12,5,8.9,29.7,1
CASE-0672,Tiruchirappalli Freight Link Phase 3 (Sec 1),136,1,53.6,Award Inquiry (Sec 3G/23),3,9,2.2,22.6,0
CASE-0673,Thoothukudi Port Rail Spur Phase 3 (Sec 5),170,2,53.8,Compensation Disbursement,3,33,3.9,30.3,1
CASE-0674,Coimbatore Ring Road Sec Phase 1 (Sec 2),71,0,63.1,Award Inquiry (Sec 3G/23),1,5,0.0,17.4,0
CASE-0675,Vellore Urban Peripheral Phase 2 (Sec 3),61,0,8.6,Compensation Disbursement,1,2,0.8,26.9,0
CASE-0676,Tiruchirappalli Freight Link Phase 3 (Sec 4),168,1,62.5,Award Inquiry (Sec 3G/23),4,1,0.0,18.5,0
CASE-0677,SIPCOT Industrial Corridor Phase 2 (Sec 3),98,1,31.5,Compensation Disbursement,7,0,2.9,29.1,0
CASE-0678,Erode Agri-Logistics Zone Phase 2 (Sec 7),152,4,61.6,Declaration (Sec 3D/19),5,13,23.9,42.3,1
CASE-0679,Salem Bypass Extension Phase 3 (Sec 5),84,5,94.6,SIA & Objection (Sec 3C/15),7,12,6.3,19.7,1
CASE-0680,SIPCOT Industrial Corridor Phase 3 (Sec 3),18,1,70.9,Declaration (Sec 3D/19),2,0,0.0,12.4,0
CASE-0681,Thoothukudi Port Rail Spur Phase 2 (Sec 4),29,0,77.0,Declaration (Sec 3D/19),3,3,1.9,17.0,0
CASE-0682,Madurai Logistics Park Phase 3 (Sec 6),172,6,7.4,Possession (Sec 3E/38),5,4,14.3,48.2,1
CASE-0683,Thoothukudi Port Rail Spur Phase 1 (Sec 2),33,0,46.5,Award Inquiry (Sec 3G/23),1,0,1.6,21.8,0
CASE-0684,Vellore Urban Peripheral Phase 2 (Sec 3),262,8,81.4,Notification (Sec 3A/11),8,22,15.6,22.8,1
CASE-0685,Tiruchirappalli Freight Link Phase 3 (Sec 7),20,0,60.9,Award Inquiry (Sec 3G/23),0,1,2.5,22.9,0
CASE-0686,Vellore Urban Peripheral Phase 1 (Sec 6),15,0,70.5,SIA & Objection (Sec 3C/15),2,1,6.4,16.0,1
CASE-0687,Salem Bypass Extension Phase 1 (Sec 5),218,5,77.5,Notification (Sec 3A/11),3,31,0.0,1.0,1
CASE-0688,Erode Agri-Logistics Zone Phase 3 (Sec 7),31,0,91.6,SIA & Objection (Sec 3C/15),0,5,2.3,10.7,0
CASE-0689,Tiruchirappalli Freight Link Phase 3 (Sec 6),80,2,62.4,Award Inquiry (Sec 3G/23),6,9,0.0,17.3,1
CASE-0690,Vellore Urban Peripheral Phase 2 (Sec 7),247,3,40.8,Award Inquiry (Sec 3G/23),6,13,13.6,47.1,1
CASE-0691,Tirunelveli Solar Park Access Phase 1 (Sec 1),54,0,71.3,Declaration (Sec 3D/19),4,1,0.0,4.8,0
CASE-0692,Salem Bypass Extension Phase 3 (Sec 7),32,1,17.6,Compensation Disbursement,2,4,2.2,28.5,0
CASE-0693,Thoothukudi Port Rail Spur Phase 2 (Sec 7),67,0,40.9,Award Inquiry (Sec 3G/23),2,2,0.2,20.3,0
CASE-0694,Vellore Urban Peripheral Phase 2 (Sec 3),107,3,9.5,Compensation Disbursement,13,5,4.5,33.5,1
CASE-0695,Thoothukudi Port Rail Spur Phase 2 (Sec 4),78,1,75.6,Declaration (Sec 3D/19),9,10,3.5,20.4,0
CASE-0696,Madurai Logistics Park Phase 2 (Sec 2),36,1,93.6,Notification (Sec 3A/11),3,5,1.2,4.9,1
CASE-0697,SIPCOT Industrial Corridor Phase 3 (Sec 5),29,0,18.0,Possession (Sec 3E/38),0,5,6.8,40.0,0
CASE-0698,Erode Agri-Logistics Zone Phase 1 (Sec 3),69,1,69.7,Award Inquiry (Sec 3G/23),0,2,2.7,24.4,0
CASE-0699,Erode Agri-Logistics Zone Phase 2 (Sec 7),30,0,24.4,Compensation Disbursement,2,0,0.2,26.3,0
CASE-0700,Vellore Urban Peripheral Phase 1 (Sec 6),22,0,83.7,Declaration (Sec 3D/19),7,2,0.0,5.0,0
CASE-0701,Coimbatore Ring Road Sec Phase 1 (Sec 5),36,2,3.5,Possession (Sec 3E/38),4,0,1.0,33.9,0
CASE-0702,SIPCOT Industrial Corridor Phase 1 (Sec 7),39,1,93.4,Notification (Sec 3A/11),3,0,3.7,8.5,0
CASE-0703,Vellore Urban Peripheral Phase 3 (Sec 4),158,4,67.5,Declaration (Sec 3D/19),17,20,1.5,16.0,1
CASE-0704,Tirunelveli Solar Park Access Phase 3 (Sec 4),21,1,79.9,Declaration (Sec 3D/19),0,4,0.3,14.3,0
CASE-0705,Vellore Urban Peripheral Phase 1 (Sec 3),80,2,85.9,SIA & Objection (Sec 3C/15),2,1,0.0,6.5,0
CASE-0706,Coimbatore Ring Road Sec Phase 3 (Sec 5),33,0,14.5,Possession (Sec 3E/38),2,5,7.5,39.9,1
CASE-0707,Coimbatore Ring Road Sec Phase 2 (Sec 2),19,0,91.2,Notification (Sec 3A/11),0,0,0.0,1.0,0
CASE-0708,Erode Agri-Logistics Zone Phase 1 (Sec 6),137,1,57.4,Compensation Disbursement,7,15,2.2,29.7,1
CASE-0709,Erode Agri-Logistics Zone Phase 2 (Sec 2),29,0,6.6,Possession (Sec 3E/38),1,0,0.2,32.3,0
CASE-0710,Salem Bypass Extension Phase 3 (Sec 4),42,0,31.0,Award Inquiry (Sec 3G/23),6,3,2.1,22.8,0
CASE-0711,Salem Bypass Extension Phase 1 (Sec 6),30,1,55.6,Compensation Disbursement,5,1,0.2,26.2,1
CASE-0712,Tirunelveli Solar Park Access Phase 3 (Sec 4),26,1,37.5,Declaration (Sec 3D/19),0,2,1.2,16.3,0
CASE-0713,Erode Agri-Logistics Zone Phase 2 (Sec 7),42,2,71.6,Notification (Sec 3A/11),2,8,4.3,10.3,1
CASE-0714,Vellore Urban Peripheral Phase 2 (Sec 7),98,3,44.2,Award Inquiry (Sec 3G/23),10,10,3.5,23.8,1
CASE-0715,Hosur IT Expressway Phase 1 (Sec 5),28,2,97.3,SIA & Objection (Sec 3C/15),3,1,0.6,8.7,1
CASE-0716,Vellore Urban Peripheral Phase 3 (Sec 4),177,1,65.8,Award Inquiry (Sec 3G/23),4,16,0.0,13.2,0
CASE-0717,Vellore Urban Peripheral Phase 2 (Sec 1),32,0,62.2,Compensation Disbursement,2,0,0.0,20.1,0
CASE-0718,Coimbatore Ring Road Sec Phase 2 (Sec 2),142,0,68.4,Possession (Sec 3E/38),9,19,0.1,32.1,0
CASE-0719,Madurai Logistics Park Phase 3 (Sec 4),70,2,2.2,Possession (Sec 3E/38),0,5,3.6,37.5,0
CASE-0720,Thoothukudi Port Rail Spur Phase 2 (Sec 1),182,6,33.9,Award Inquiry (Sec 3G/23),4,9,9.6,37.4,1
CASE-0721,Madurai Logistics Park Phase 1 (Sec 1),44,0,50.4,Award Inquiry (Sec 3G/23),2,2,5.1,26.4,1
CASE-0722,Hosur IT Expressway Phase 3 (Sec 6),158,7,17.5,Compensation Disbursement,1,1,0.0,24.9,1
CASE-0723,Thoothukudi Port Rail Spur Phase 1 (Sec 1),27,0,4.7,Compensation Disbursement,0,3,5.5,35.0,1
CASE-0724,Tirunelveli Solar Park Access Phase 1 (Sec 7),96,2,69.3,Declaration (Sec 3D/19),2,5,0.0,13.4,0
CASE-0725,Hosur IT Expressway Phase 3 (Sec 7),54,3,21.2,Possession (Sec 3E/38),0,7,6.7,40.4,1
CASE-0726,Tiruchirappalli Freight Link Phase 3 (Sec 5),57,2,68.4,Award Inquiry (Sec 3G/23),4,4,0.6,20.6,1
CASE-0727,SIPCOT Industrial Corridor Phase 3 (Sec 6),23,2,10.8,Possession (Sec 3E/38),0,2,12.4,45.2,1
CASE-0728,Madurai Logistics Park Phase 1 (Sec 5),71,0,91.7,Notification (Sec 3A/11),10,7,0.0,2.6,0
CASE-0729,Vellore Urban Peripheral Phase 2 (Sec 6),15,0,57.3,Award Inquiry (Sec 3G/23),0,0,0.0,19.1,0
CASE-0730,Vellore Urban Peripheral Phase 2 (Sec 6),101,1,41.2,Award Inquiry (Sec 3G/23),5,9,4.4,25.8,1
CASE-0731,Tirunelveli Solar Park Access Phase 1 (Sec 1),91,4,64.8,Declaration (Sec 3D/19),5,10,17.0,37.9,1
CASE-0732,Thoothukudi Port Rail Spur Phase 1 (Sec 3),53,3,68.6,Award Inquiry (Sec 3G/23),9,3,2.4,24.4,1
CASE-0733,Salem Bypass Extension Phase 3 (Sec 4),21,0,81.0,Declaration (Sec 3D/19),0,1,0.3,14.4,0
CASE-0734,Coimbatore Ring Road Sec Phase 3 (Sec 2),68,0,72.7,Notification (Sec 3A/11),0,8,5.8,10.9,0
CASE-0735,Tirunelveli Solar Park Access Phase 2 (Sec 5),61,0,86.6,Notification (Sec 3A/11),5,2,0.9,4.7,0
CASE-0736,Vellore Urban Peripheral Phase 3 (Sec 5),20,0,48.8,Possession (Sec 3E/38),0,1,0.0,29.7,0
CASE-0737,Salem Bypass Extension Phase 2 (Sec 1),40,0,7.4,Compensation Disbursement,3,2,7.2,33.6,1
CASE-0738,Coimbatore Ring Road Sec Phase 2 (Sec 5),56,3,39.3,Award Inquiry (Sec 3G/23),4,3,0.0,14.9,1
CASE-0739,Vellore Urban Peripheral Phase 3 (Sec 2),18,0,93.3,Notification (Sec 3A/11),0,0,1.9,6.2,0
CASE-0740,Madurai Logistics Park Phase 1 (Sec 7),26,0,72.7,Compensation Disbursement,0,0,0.1,26.2,0
CASE-0741,Salem Bypass Extension Phase 1 (Sec 1),130,2,82.8,SIA & Objection (Sec 3C/15),13,6,5.5,14.5,1
CASE-0742,Thoothukudi Port Rail Spur Phase 1 (Sec 6),175,4,47.4,Award Inquiry (Sec 3G/23),6,13,11.6,38.8,1
CASE-0743,Hosur IT Expressway Phase 2 (Sec 1),45,0,79.2,Notification (Sec 3A/11),1,0,1.3,5.2,0
CASE-0744,Tirunelveli Solar Park Access Phase 2 (Sec 4),25,0,2.2,Possession (Sec 3E/38),1,2,5.1,38.8,0
CASE-0745,Salem Bypass Extension Phase 3 (Sec 6),121,2,75.0,Declaration (Sec 3D/19),16,9,2.7,17.1,0
CASE-0746,Tirunelveli Solar Park Access Phase 2 (Sec 2),229,6,16.3,Compensation Disbursement,24,32,4.0,30.8,1
CASE-0747,Tiruchirappalli Freight Link Phase 1 (Sec 1),54,0,50.1,Award Inquiry (Sec 3G/23),4,2,3.2,25.2,1
CASE-0748,Tirunelveli Solar Park Access Phase 1 (Sec 5),93,1,93.2,Notification (Sec 3A/11),15,8,3.3,7.9,0
CASE-0749,Thoothukudi Port Rail Spur Phase 2 (Sec 6),75,1,95.0,SIA & Objection (Sec 3C/15),3,3,8.5,17.8,1
CASE-0750,Tirunelveli Solar Park Access Phase 2 (Sec 1),46,1,95.3,Notification (Sec 3A/11),0,4,0.0,3.0,0
CASE-0751,Erode Agri-Logistics Zone Phase 2 (Sec 2),75,1,78.5,Notification (Sec 3A/11),5,9,2.4,5.7,0
CASE-0752,Madurai Logistics Park Phase 3 (Sec 5),24,0,32.5,Award Inquiry (Sec 3G/23),2,4,3.9,24.8,0
CASE-0753,Thoothukudi Port Rail Spur Phase 1 (Sec 5),55,3,6.9,Possession (Sec 3E/38),4,7,9.3,45.2,1
CASE-0754,Coimbatore Ring Road Sec Phase 3 (Sec 4),359,1,43.3,Award Inquiry (Sec 3G/23),8,14,2.3,24.6,0
CASE-0755,Salem Bypass Extension Phase 2 (Sec 6),209,1,83.4,SIA & Objection (Sec 3C/15),16,11,0.0,6.2,0
CASE-0756,Tirunelveli Solar Park Access Phase 1 (Sec 4),51,3,1.8,Possession (Sec 3E/38),10,5,12.9,53.1,1
CASE-0757,Tiruchirappalli Freight Link Phase 1 (Sec 4),24,0,18.2,Possession (Sec 3E/38),0,2,0.0,30.5,0
CASE-0758,Tirunelveli Solar Park Access Phase 3 (Sec 6),68,6,2.3,Possession (Sec 3E/38),3,0,0.0,30.6,1
CASE-0759,Coimbatore Ring Road Sec Phase 3 (Sec 1),58,0,1.6,Compensation Disbursement,5,1,0.0,24.9,0
CASE-0760,Salem Bypass Extension Phase 1 (Sec 6),82,0,65.4,Award Inquiry (Sec 3G/23),0,6,0.7,20.7,0
CASE-0761,Hosur IT Expressway Phase 3 (Sec 2),22,0,46.3,Award Inquiry (Sec 3G/23),2,4,0.7,21.1,0
CASE-0762,Salem Bypass Extension Phase 3 (Sec 7),167,1,74.8,Award Inquiry (Sec 3G/23),17,20,0.2,20.3,1
CASE-0763,Coimbatore Ring Road Sec Phase 2 (Sec 7),141,3,82.3,SIA & Objection (Sec 3C/15),4,10,0.0,1.7,1
CASE-0764,Coimbatore Ring Road Sec Phase 3 (Sec 5),57,0,75.2,Notification (Sec 3A/11),6,14,0.0,1.0,0
CASE-0765,Salem Bypass Extension Phase 2 (Sec 4),15,0,86.6,Notification (Sec 3A/11),2,0,0.0,1.0,0
CASE-0766,SIPCOT Industrial Corridor Phase 2 (Sec 7),48,2,73.5,SIA & Objection (Sec 3C/15),0,2,1.6,11.0,0
CASE-0767,Tiruchirappalli Freight Link Phase 3 (Sec 7),53,0,34.8,Possession (Sec 3E/38),1,0,7.6,40.3,1
CASE-0768,Madurai Logistics Park Phase 1 (Sec 2),38,0,75.3,SIA & Objection (Sec 3C/15),4,7,2.6,12.3,0
CASE-0769,Coimbatore Ring Road Sec Phase 1 (Sec 2),104,0,23.5,Compensation Disbursement,5,13,0.0,21.7,0
CASE-0770,Tiruchirappalli Freight Link Phase 2 (Sec 1),89,0,40.9,Award Inquiry (Sec 3G/23),9,10,1.2,21.9,0
CASE-0771,Vellore Urban Peripheral Phase 2 (Sec 3),23,1,44.9,Award Inquiry (Sec 3G/23),0,2,0.0,12.4,1
CASE-0772,Tiruchirappalli Freight Link Phase 1 (Sec 3),289,6,57.9,Award Inquiry (Sec 3G/23),22,15,3.6,25.8,1
CASE-0773,Coimbatore Ring Road Sec Phase 1 (Sec 3),44,1,89.5,Notification (Sec 3A/11),1,6,4.2,10.0,1
CASE-0774,Hosur IT Expressway Phase 1 (Sec 5),119,1,66.1,Award Inquiry (Sec 3G/23),3,10,0.0,19.0,0
CASE-0775,Tiruchirappalli Freight Link Phase 3 (Sec 3),47,2,99.9,SIA & Objection (Sec 3C/15),5,4,6.4,15.7,1
CASE-0776,Thoothukudi Port Rail Spur Phase 3 (Sec 5),80,2,70.8,Notification (Sec 3A/11),6,5,1.4,4.9,0
CASE-0777,Erode Agri-Logistics Zone Phase 2 (Sec 2),46,0,74.0,Notification (Sec 3A/11),1,3,4.6,9.9,1
CASE-0778,Madurai Logistics Park Phase 1 (Sec 6),49,0,1.6,Possession (Sec 3E/38),1,3,4.5,39.8,0
CASE-0779,Vellore Urban Peripheral Phase 1 (Sec 6),17,0,96.5,SIA & Objection (Sec 3C/15),0,4,6.9,15.8,1
CASE-0780,Coimbatore Ring Road Sec Phase 1 (Sec 3),166,3,0.5,Compensation Disbursement,2,22,3.6,32.3,1
CASE-0781,SIPCOT Industrial Corridor Phase 2 (Sec 2),167,4,96.5,SIA & Objection (Sec 3C/15),1,9,0.0,1.0,1
CASE-0782,Tiruchirappalli Freight Link Phase 2 (Sec 4),51,1,93.2,SIA & Objection (Sec 3C/15),2,0,0.0,7.7,0
CASE-0783,SIPCOT Industrial Corridor Phase 2 (Sec 1),158,3,37.4,Award Inquiry (Sec 3G/23),13,12,0.0,19.8,0
CASE-0784,Tirunelveli Solar Park Access Phase 3 (Sec 7),68,1,36.6,Declaration (Sec 3D/19),19,2,0.0,7.8,0
CASE-0785,Tiruchirappalli Freight Link Phase 3 (Sec 1),72,2,8.6,Possession (Sec 3E/38),7,9,2.1,35.5,1
CASE-0786,Madurai Logistics Park Phase 2 (Sec 3),26,0,89.8,Notification (Sec 3A/11),4,3,1.2,4.7,0
CASE-0787,Madurai Logistics Park Phase 3 (Sec 4),43,0,72.2,SIA & Objection (Sec 3C/15),3,6,4.9,14.5,0
CASE-0788,Vellore Urban Peripheral Phase 2 (Sec 5),32,0,84.0,Notification (Sec 3A/11),4,2,0.8,4.4,0
CASE-0789,Thoothukudi Port Rail Spur Phase 3 (Sec 4),93,4,40.1,Declaration (Sec 3D/19),5,12,3.0,18.7,1
CASE-0790,Erode Agri-Logistics Zone Phase 1 (Sec 7),80,2,53.7,Award Inquiry (Sec 3G/23),5,3,1.5,21.8,0
CASE-0791,Thoothukudi Port Rail Spur Phase 3 (Sec 3),45,1,32.6,Award Inquiry (Sec 3G/23),2,2,0.0,16.2,0
CASE-0792,Salem Bypass Extension Phase 1 (Sec 7),58,0,61.8,Award Inquiry (Sec 3G/23),3,7,0.3,20.5,1
CASE-0793,Tiruchirappalli Freight Link Phase 1 (Sec 4),47,0,68.5,Declaration (Sec 3D/19),0,2,0.0,9.4,0
CASE-0794,Salem Bypass Extension Phase 1 (Sec 1),47,1,83.0,Declaration (Sec 3D/19),6,1,7.6,23.7,1
CASE-0795,Salem Bypass Extension Phase 2 (Sec 3),51,1,90.6,SIA & Objection (Sec 3C/15),8,4,0.0,7.4,0
CASE-0796,Vellore Urban Peripheral Phase 2 (Sec 7),90,1,76.6,SIA & Objection (Sec 3C/15),3,2,4.0,14.9,0
CASE-0797,Salem Bypass Extension Phase 3 (Sec 6),110,0,85.3,SIA & Objection (Sec 3C/15),4,0,0.9,9.0,0
CASE-0798,Tiruchirappalli Freight Link Phase 2 (Sec 3),28,0,5.4,Possession (Sec 3E/38),1,3,1.0,33.6,0
CASE-0799,Madurai Logistics Park Phase 1 (Sec 6),71,0,2.1,Compensation Disbursement,3,4,1.7,29.0,0
CASE-0800,Thoothukudi Port Rail Spur Phase 3 (Sec 5),51,0,68.0,Declaration (Sec 3D/19),6,4,2.4,18.8,0
CASE-0801,Hosur IT Expressway Phase 2 (Sec 1),28,0,12.7,Possession (Sec 3E/38),5,0,0.0,31.2,0
CASE-0802,SIPCOT Industrial Corridor Phase 1 (Sec 1),100,2,54.0,Award Inquiry (Sec 3G/23),14,10,7.2,28.3,1
CASE-0803,SIPCOT Industrial Corridor Phase 1 (Sec 4),32,0,60.4,Award Inquiry (Sec 3G/23),6,0,0.0,16.9,0
CASE-0804,SIPCOT Industrial Corridor Phase 2 (Sec 3),141,3,90.5,SIA & Objection (Sec 3C/15),8,9,5.2,16.0,1
